,Unnamed: 0,driver,ageDuringRace,points
6936,6936,MarcusEricsson,27,0.0
6937,6937,CharlesLeclerc,20,0.0
6938,6938,NicoHülkenberg,30,0.0
6939,6939,CarlosSainz,23,1.0
6940,6940,KimiRäikkönen,38,10.0
6941,6941,SebastianVettel,31,8.0
6942,6942,PierreGasly,22,0.0
6943,6943,BrendonHartley,28,0.0
6944,6944,DanielRicciardo,29,12.0
6945,6945,MaxVerstappen,20,15.0
6946,6946,SergioPérez,28,6.0
6947,6947,EstebanOcon,21,2.0
6948,6948,RomainGrosjean,32,4.0
6949,6949,KevinMagnussen,25,0.0
6950,6950,KimiRäikkönen,26,4.0
6951,6951,Pedrode la Rosa,35,0.0
6952,6952,NickHeidfeld,29,1.0
6953,6953,RobertKubica,21,0.0
6954,6954,NicoRosberg,21,0.0
6955,6955,MarkWebber,29,0.0
6956,6956,FernandoAlonso,25,10.0
6957,6957,GiancarloFisichella,33,6.0
6958,6958,FelipeMassa,25,8.0
6959,6959,MichaelSchumacher,37,0.0
6960,6960,VitantonioLiuzzi,26,0.0
6961,6961,ScottSpeed,23,0.0
6962,6962,JarnoTrulli,32,3.0
6963,6963,RalfSchumacher,31,2.0
6964,6964,TakumaSato,29,0.0
6965,6965,SakonYamamoto,24,0.0
6966,6966,DavidCoulthard,35,0.0
6967,6967,RobertDoornbos,24,0.0
6968,6968,JensonButton,26,5.0
6969,6969,RubensBarrichello,34,0.0
6970,6970,ChristijanAlbers,27,0.0
6971,6971,TiagoMonteiro,30,0.0
6972,6972,KimiRäikkönen,25,10.0
6973,6973,JuanPablo Montoya,29,0.0
6974,6974,MarkWebber,29,5.0
6975,6975,AntônioPizzonia,25,0.0
6976,6976,TiagoMonteiro,29,0.0
6977,6977,NarainKarthikeyan,28,0.0
6978,6978,FelipeMassa,24,0.0
6979,6979,JacquesVilleneuve,34,0.0
6980,6980,FernandoAlonso,24,6.0
6981,6981,GiancarloFisichella,32,8.0
6982,6982,ChristijanAlbers,26,0.0
6983,6983,RobertDoornbos,23,0.0
6984,6984,RubensBarrichello,33,0.0
6985,6985,MichaelSchumacher,36,2.0
6986,6986,JarnoTrulli,31,0.0
6987,6987,RalfSchumacher,30,1.0
6988,6988,TakumaSato,28,0.0
6989,6989,JensonButton,25,4.0
6990,6990,DavidCoulthard,34,3.0
6991,6991,ChristianKlien,22,0.0
6992,6992,KimiRäikkönen,23,4.0
6993,6993,DavidCoulthard,31,0.0
6994,6994,RalfSchumacher,27,0.0
6995,6995,JuanPablo Montoya,27,3.0
6996,6996,TakumaSato,25,2.0
6997,6997,GiancarloFisichella,29,0.0
6998,6998,NickHeidfeld,25,0.0
6999,6999,FelipeMassa,21,0.0
7000,7000,JarnoTrulli,28,0.0
7001,7001,JensonButton,22,1.0
7002,7002,MarkWebber,26,0.0
7003,7003,AlexYoong,26,0.0
7004,7004,RubensBarrichello,30,6.0
7005,7005,MichaelSchumacher,33,10.0
7006,7006,MikaSalo,35,0.0
7007,7007,AllanMcNish,32,0.0
7008,7008,JacquesVilleneuve,31,0.0
7009,7009,OlivierPanis,36,0.0
7010,7010,Pedrode la Rosa,31,0.0
7011,7011,EddieIrvine,36,0.0
7012,7012,KimiRäikkönen,24,8.0
7013,7013,DavidCoulthard,32,6.0
7014,7014,RalfSchumacher,28,0.0
7015,7015,JuanPablo Montoya,28,0.0
7016,7016,GiancarloFisichella,30,0.0
7017,7017,RalphFirman,28,0.0
7018,7018,NickHeidfeld,26,0.0
7019,7019,Heinz-HaraldFrentzen,36,0.0
7020,7020,FernandoAlonso,22,0.0
7021,7021,JarnoTrulli,29,4.0
7022,7022,JosVerstappen,31,0.0
7023,7023,NicolasKiesa,25,0.0
7024,7024,RubensBarrichello,31,10.0
7025,7025,MichaelSchumacher,34,1.0
7026,7026,Cristianoda Matta,30,2.0
7027,7027,OlivierPanis,37,0.0
7028,7028,TakumaSato,26,3.0
7029,7029,JensonButton,23,5.0
7030,7030,MarkWebber,27,0.0
7031,7031,JustinWilson,25,0.0
7032,7032,KimiRäikkönen,25,3.0
7033,7033,DavidCoulthard,33,0.0
7034,7034,RalfSchumacher,29,8.0
7035,7035,JuanPablo Montoya,29,2.0
7036,7036,NickHeidfeld,27,0.0
7037,7037,TimoGlock,22,0.0
7038,7038,FelipeMassa,23,0.0
7039,7039,GiancarloFisichella,31,1.0
7040,7040,FernandoAlonso,23,4.0
7041,7041,JacquesVilleneuve,33,0.0
7042,7042,GianmariaBruni,23,0.0
7043,7043,ZsoltBaumgartner,23,0.0
7044,7044,RubensBarrichello,32,0.0
7045,7045,MichaelSchumacher,35,10.0
7046,7046,JarnoTrulli,30,0.0
7047,7047,OlivierPanis,38,0.0
7048,7048,TakumaSato,27,5.0
7049,7049,JensonButton,24,6.0
7050,7050,MarkWebber,28,0.0
7051,7051,ChristianKlien,21,0.0
7052,7052,DavidCoulthard,29,4.0
7053,7053,MikaHäkkinen,31,6.0
7054,7054,JensonButton,20,2.0
7055,7055,RalfSchumacher,25,0.0
7056,7056,JarnoTrulli,26,0.0
7057,7057,Heinz-HaraldFrentzen,33,0.0
7058,7058,MikaSalo,33,0.0
7059,7059,PedroDiniz,30,0.0
7060,7060,NickHeidfeld,23,0.0
7061,7061,JeanAlesi,36,0.0
7062,7062,MarcGené,26,0.0
7063,7063,GastónMazzacane,25,0.0
7064,7064,RubensBarrichello,28,3.0
7065,7065,MichaelSchumacher,31,10.0
7066,7066,JacquesVilleneuve,29,1.0
7067,7067,RicardoZonta,24,0.0
7068,7068,EddieIrvine,34,0.0
7069,7069,JohnnyHerbert,36,0.0
7070,7070,GiancarloFisichella,27,0.0
7071,7071,AlexanderWurz,26,0.0
7072,7072,Pedrode la Rosa,29,0.0
7073,7073,JosVerstappen,28,0.0
7074,7074,JensonButton,33,2.0
7075,7075,SergioPérez,23,0.0
7076,7076,LewisHamilton,28,0.0
7077,7077,NicoRosberg,28,4.0
7078,7078,PastorMaldonado,28,0.0
7079,7079,ValtteriBottas,24,0.0
7080,7080,NicoHülkenberg,26,8.0
7081,7081,EstebanGutiérrez,22,6.0
7082,7082,FernandoAlonso,32,12.0
7083,7083,FelipeMassa,32,1.0
7084,7084,CharlesPic,23,0.0
7085,7085,Giedovan der Garde,28,0.0
7086,7086,KimiRäikkönen,34,10.0
7087,7087,RomainGrosjean,27,15.0
7088,7088,DanielRicciardo,24,0.0
7089,7089,Jean-ÉricVergne,23,0.0
7090,7090,MaxChilton,22,0.0
7091,7091,JulesBianchi,24,0.0
7092,7092,MarkWebber,37,18.0
7093,7093,SebastianVettel,26,25.0
7094,7094,AdrianSutil,30,0.0
7095,7095,Pauldi Resta,27,0.0
7096,7096,JensonButton,34,10.0
7097,7097,KevinMagnussen,21,0.0
7098,7098,LewisHamilton,29,25.0
7099,7099,NicoRosberg,28,18.0
7100,7100,FelipeMassa,33,6.0
7101,7101,ValtteriBottas,24,8.0
7102,7102,AdrianSutil,31,0.0
7103,7103,EstebanGutiérrez,22,0.0
7104,7104,FernandoAlonso,32,0.0
7105,7105,KimiRäikkönen,34,0.0
7106,7106,KamuiKobayashi,27,0.0
7107,7107,MarcusEricsson,23,0.0
7108,7108,RomainGrosjean,28,0.0
7109,7109,PastorMaldonado,29,0.0
7110,7110,Jean-ÉricVergne,24,2.0
7111,7111,DaniilKvyat,20,0.0
7112,7112,MaxChilton,23,0.0
7113,7113,JulesBianchi,24,0.0
7114,7114,SebastianVettel,26,15.0
7115,7115,DanielRicciardo,24,12.0
7116,7116,NicoHülkenberg,26,4.0
7117,7117,SergioPérez,24,1.0
7118,7118,MikaHäkkinen,27,6.0
7119,7119,MarkBlundell,29,0.0
7120,7120,DavidCoulthard,24,0.0
7121,7121,DamonHill,35,0.0
7122,7122,RubensBarrichello,23,0.0
7123,7123,EddieIrvine,29,3.0
7124,7124,Heinz-HaraldFrentzen,28,0.0
7125,7125,KarlWendlinger,26,0.0
7126,7126,LucaBadoer,24,0.0
7127,7127,PedroLamy,23,0.0
7128,7128,JeanAlesi,31,0.0
7129,7129,GerhardBerger,36,0.0
7130,7130,MichaelSchumacher,26,10.0
7131,7131,JohnnyHerbert,31,4.0
7132,7132,OlivierPanis,29,2.0
7133,7133,AguriSuzuki,35,0.0
7134,7134,MikaSalo,28,1.0
7135,7135,UkyoKatayama,32,0.0
7136,7136,GianniMorbidelli,27,0.0
7137,7137,TakiInoue,32,0.0
7138,7138,PedroDiniz,25,0.0
7139,7139,RobertoMoreno,36,0.0
7140,7140,AndreaMontermini,31,0.0
7141,7141,BertrandGachot,32,0.0
7142,7142,MikaHäkkinen,25,0.0
7143,7143,MartinBrundle,35,0.0
7144,7144,DamonHill,33,10.0
7145,7145,NigelMansell,40,3.0
7146,7146,RubensBarrichello,22,0.0
7147,7147,EddieIrvine,28,2.0
7148,7148,Heinz-HaraldFrentzen,27,1.0
7149,7149,JyrkiJärvilehto,28,0.0
7150,7150,PierluigiMartini,33,0.0
7151,7151,MicheleAlboreto,37,0.0
7152,7152,JeanAlesi,30,4.0
7153,7153,GerhardBerger,34,0.0
7154,7154,MichaelSchumacher,25,6.0
7155,7155,JohnnyHerbert,29,0.0
7156,7156,OlivierPanis,27,0.0
7157,7157,FranckLagorce,25,0.0
7158,7158,UkyoKatayama,31,0.0
7159,7159,MarkBlundell,28,0.0
7160,7160,GianniMorbidelli,26,0.0
7161,7161,ChristianFittipaldi,23,0.0
7162,7162,TakiInoue,30,0.0
7163,7163,DavidBrabham,28,0.0
7164,7164,MikaSalo,27,0.0
7165,7165,AlessandroZanardi,27,0.0
7166,7166,ÉrikComas,30,0.0
7167,7167,HidekiNoda,25,0.0
7168,7168,CarlosSainz,25,10.0
7169,7169,LandoNorris,19,0.0
7170,7170,LewisHamilton,34,16.0
7171,7171,ValtteriBottas,30,25.0
7172,7172,RobertKubica,34,0.0
7173,7173,GeorgeRussell,21,0.0
7174,7174,NicoHülkenberg,32,0.0
7175,7175,DanielRicciardo,30,0.0
7176,7176,SebastianVettel,32,18.0
7177,7177,CharlesLeclerc,22,8.0
7178,7178,PierreGasly,23,6.0
7179,7179,DaniilKvyat,25,1.0
7180,7180,KimiRäikkönen,40,0.0
7181,7181,AntonioGiovinazzi,25,0.0
7182,7182,MaxVerstappen,22,0.0
7183,7183,AlexanderAlbon,23,12.0
7184,7184,RomainGrosjean,33,0.0
7185,7185,KevinMagnussen,27,0.0
7186,7186,SergioPérez,29,4.0
7187,7187,LanceStroll,20,2.0
7188,7188,LewisHamilton,24,0.0
7189,7189,HeikkiKovalainen,27,0.0
7190,7190,NickHeidfeld,31,4.0
7191,7191,RobertKubica,24,0.0
7192,7192,NicoRosberg,23,0.0
7193,7193,KazukiNakajima,24,0.0
7194,7194,FernandoAlonso,27,0.0
7195,7195,RomainGrosjean,22,0.0
7196,7196,KimiRäikkönen,29,0.0
7197,7197,GiancarloFisichella,36,0.0
7198,7198,SébastienBuemi,20,1.0
7199,7199,JaimeAlguersuari,18,0.0
7200,7200,JarnoTrulli,34,2.0
7201,7201,KamuiKobayashi,22,3.0
7202,7202,MarkWebber,32,8.0
7203,7203,SebastianVettel,21,10.0
7204,7204,AdrianSutil,26,0.0
7205,7205,VitantonioLiuzzi,28,0.0
7206,7206,JensonButton,29,6.0
7207,7207,RubensBarrichello,36,5.0
7208,7208,LewisHamilton,25,18.0
7209,7209,JensonButton,30,15.0
7210,7210,NicoRosberg,25,12.0
7211,7211,MichaelSchumacher,41,0.0
7212,7212,RubensBarrichello,38,0.0
7213,7213,NicoHülkenberg,23,0.0
7214,7214,NickHeidfeld,33,0.0
7215,7215,KamuiKobayashi,24,0.0
7216,7216,RobertKubica,25,10.0
7217,7217,VitalyPetrov,26,8.0
7218,7218,FernandoAlonso,29,6.0
7219,7219,FelipeMassa,29,1.0
7220,7220,HeikkiKovalainen,29,0.0
7221,7221,JarnoTrulli,36,0.0
7222,7222,SébastienBuemi,22,0.0
7223,7223,JaimeAlguersuari,20,2.0
7224,7224,TimoGlock,28,0.0
7225,7225,Lucasdi Grassi,26,0.0
7226,7226,MarkWebber,34,4.0
7227,7227,SebastianVettel,23,25.0
7228,7228,AdrianSutil,27,0.0
7229,7229,VitantonioLiuzzi,30,0.0
7230,7230,ChristianKlien,27,0.0
7231,7231,BrunoSenna,27,0.0
7232,7232,LewisHamilton,26,25.0
7233,7233,JensonButton,31,15.0
7234,7234,NicoRosberg,26,8.0
7235,7235,MichaelSchumacher,42,6.0
7236,7236,PastorMaldonado,26,0.0
7237,7237,KamuiKobayashi,25,1.0
7238,7238,SergioPérez,21,0.0
7239,7239,VitalyPetrov,27,0.0
7240,7240,BrunoSenna,28,0.0
7241,7241,FernandoAlonso,30,18.0
7242,7242,FelipeMassa,30,10.0
7243,7243,HeikkiKovalainen,30,0.0
7244,7244,JarnoTrulli,37,0.0
7245,7245,SébastienBuemi,23,0.0
7246,7246,JaimeAlguersuari,21,0.0
7247,7247,TimoGlock,29,0.0
7248,7248,Jérômed'Ambrosio,25,0.0
7249,7249,MarkWebber,35,12.0
7250,7250,SebastianVettel,24,0.0
7251,7251,AdrianSutil,28,4.0
7252,7252,Pauldi Resta,25,2.0
7253,7253,VitantonioLiuzzi,31,0.0
7254,7254,DanielRicciardo,22,0.0
7255,7255,LewisHamilton,27,0.0
7256,7256,JensonButton,32,12.0
7257,7257,NicoRosberg,26,0.0
7258,7258,MichaelSchumacher,43,0.0
7259,7259,BrunoSenna,28,4.0
7260,7260,PastorMaldonado,27,10.0
7261,7261,KamuiKobayashi,25,8.0
7262,7262,SergioPérez,22,0.0
7263,7263,FernandoAlonso,30,18.0
7264,7264,FelipeMassa,30,6.0
7265,7265,HeikkiKovalainen,30,0.0
7266,7266,VitalyPetrov,27,0.0
7267,7267,KimiRäikkönen,32,25.0
7268,7268,RomainGrosjean,26,0.0
7269,7269,DanielRicciardo,22,1.0
7270,7270,Jean-ÉricVergne,21,0.0
7271,7271,TimoGlock,30,0.0
7272,7272,CharlesPic,22,0.0
7273,7273,MarkWebber,35,0.0
7274,7274,SebastianVettel,24,15.0
7275,7275,NicoHülkenberg,24,0.0
7276,7276,Pauldi Resta,26,2.0
7277,7277,Pedrode la Rosa,41,0.0
7278,7278,NarainKarthikeyan,35,0.0
7279,7279,FernandoAlonso,34,0.0
7280,7280,JensonButton,35,0.0
7281,7281,LewisHamilton,30,18.0
7282,7282,NicoRosberg,30,25.0
7283,7283,FelipeMassa,34,4.0
7284,7284,ValtteriBottas,26,0.0
7285,7285,MarcusEricsson,25,0.0
7286,7286,FelipeNasr,23,0.0
7287,7287,KimiRäikkönen,36,15.0
7288,7288,SebastianVettel,28,12.0
7289,7289,RomainGrosjean,29,2.0
7290,7290,PastorMaldonado,30,0.0
7291,7291,MaxVerstappen,18,0.0
7292,7292,CarlosSainz,21,0.0
7293,7293,DanielRicciardo,26,8.0
7294,7294,DaniilKvyat,21,1.0
7295,7295,NicoHülkenberg,28,6.0
7296,7296,SergioPérez,25,10.0
7297,7297,WillStevens,24,0.0
7298,7298,RobertoMerhi,24,0.0
7299,7299,FernandoAlonso,35,1.0
7300,7300,JensonButton,36,0.0
7301,7301,LewisHamilton,31,25.0
7302,7302,NicoRosberg,31,18.0
7303,7303,FelipeMassa,35,2.0
7304,7304,ValtteriBottas,27,0.0
7305,7305,MarcusEricsson,26,0.0
7306,7306,FelipeNasr,24,0.0
7307,7307,KevinMagnussen,24,0.0
7308,7308,JolyonPalmer,25,0.0
7309,7309,KimiRäikkönen,37,8.0
7310,7310,SebastianVettel,29,15.0
7311,7311,DaniilKvyat,22,0.0
7312,7312,CarlosSainz,22,0.0
7313,7313,DanielRicciardo,27,10.0
7314,7314,MaxVerstappen,19,12.0
7315,7315,NicoHülkenberg,29,6.0
7316,7316,SergioPérez,26,4.0
7317,7317,RomainGrosjean,30,0.0
7318,7318,EstebanGutiérrez,25,0.0
7319,7319,PascalWehrlein,22,0.0
7320,7320,EstebanOcon,20,0.0
7321,7321,FernandoAlonso,36,2.0
7322,7322,StoffelVandoorne,25,0.0
7323,7323,LewisHamilton,32,18.0
7324,7324,ValtteriBottas,28,25.0
7325,7325,FelipeMassa,36,1.0
7326,7326,LanceStroll,19,0.0
7327,7327,MarcusEricsson,27,0.0
7328,7328,PascalWehrlein,23,0.0
7329,7329,NicoHülkenberg,30,8.0
7330,7330,CarlosSainz,23,0.0
7331,7331,KimiRäikkönen,38,12.0
7332,7332,SebastianVettel,30,15.0
7333,7333,PierreGasly,21,0.0
7334,7334,BrendonHartley,28,0.0
7335,7335,DanielRicciardo,28,0.0
7336,7336,MaxVerstappen,20,10.0
7337,7337,SergioPérez,27,6.0
7338,7338,EstebanOcon,21,4.0
7339,7339,RomainGrosjean,31,0.0
7340,7340,KevinMagnussen,25,0.0
7341,7341,FernandoAlonso,37,0.0
7342,7342,StoffelVandoorne,26,0.0
7343,7343,LewisHamilton,33,25.0
7344,7344,ValtteriBottas,29,10.0
7345,7345,LanceStroll,20,0.0
7346,7346,SergeySirotkin,23,0.0
7347,7347,MarcusEricsson,28,0.0
7348,7348,CharlesLeclerc,21,6.0
7349,7349,NicoHülkenberg,31,0.0
7350,7350,CarlosSainz,24,8.0
7351,7351,KimiRäikkönen,39,0.0
7352,7352,SebastianVettel,31,18.0
7353,7353,PierreGasly,22,0.0
7354,7354,BrendonHartley,29,0.0
7355,7355,DanielRicciardo,29,12.0
7356,7356,MaxVerstappen,21,15.0
7357,7357,SergioPérez,28,4.0
7358,7358,EstebanOcon,22,0.0
7359,7359,RomainGrosjean,32,2.0
7360,7360,KevinMagnussen,26,1.0
7361,7361,JensonButton,33,0.0
7362,7362,SergioPérez,23,2.0
7363,7363,LewisHamilton,28,6.0
7364,7364,NicoRosberg,27,15.0
7365,7365,PastorMaldonado,28,0.0
7366,7366,ValtteriBottas,23,0.0
7367,7367,NicoHülkenberg,25,0.0
7368,7368,EstebanGutiérrez,21,0.0
7369,7369,FernandoAlonso,31,10.0
7370,7370,FelipeMassa,31,4.0
7371,7371,CharlesPic,23,0.0
7372,7372,Giedovan der Garde,27,0.0
7373,7373,KimiRäikkönen,33,0.0
7374,7374,RomainGrosjean,26,12.0
7375,7375,DanielRicciardo,23,0.0
7376,7376,Jean-ÉricVergne,22,0.0
7377,7377,MaxChilton,21,0.0
7378,7378,JulesBianchi,23,0.0
7379,7379,MarkWebber,36,18.0
7380,7380,SebastianVettel,25,25.0
7381,7381,AdrianSutil,30,1.0
7382,7382,Pauldi Resta,26,8.0
7383,7383,JensonButton,34,20.0
7384,7384,KevinMagnussen,22,0.0
7385,7385,LewisHamilton,29,50.0
7386,7386,NicoRosberg,29,0.0
7387,7387,FelipeMassa,33,36.0
7388,7388,ValtteriBottas,25,30.0
7389,7389,AdrianSutil,31,0.0
7390,7390,EstebanGutiérrez,23,0.0
7391,7391,FernandoAlonso,33,4.0
7392,7392,KimiRäikkönen,35,2.0
7393,7393,KamuiKobayashi,28,0.0
7394,7394,WillStevens,23,0.0
7395,7395,RomainGrosjean,28,0.0
7396,7396,PastorMaldonado,29,0.0
7397,7397,Jean-ÉricVergne,24,0.0
7398,7398,DaniilKvyat,20,0.0
7399,7399,NicoHülkenberg,27,16.0
7400,7400,SergioPérez,24,12.0
7401,7401,DanielRicciardo,32,0.0
7402,7402,LandoNorris,22,6.0
7403,7403,LewisHamilton,36,18.0
7404,7404,ValtteriBottas,32,8.0
7405,7405,GeorgeRussell,23,0.0
7406,7406,NicholasLatifi,26,0.0
7407,7407,CarlosSainz,27,15.0
7408,7408,CharlesLeclerc,24,1.0
7409,7409,FernandoAlonso,40,4.0
7410,7410,EstebanOcon,25,2.0
7411,7411,KimiRäikkönen,42,0.0
7412,7412,AntonioGiovinazzi,28,0.0
7413,7413,SergioPérez,31,0.0
7414,7414,MaxVerstappen,24,26.0
7415,7415,SebastianVettel,34,0.0
7416,7416,LanceStroll,23,0.0
7417,7417,NikitaMazepin,22,0.0
7418,7418,MickSchumacher,22,0.0
7419,7419,PierreGasly,25,10.0
7420,7420,YukiTsunoda,21,12.0
7421,7421,CarlosSainz,24,1.0
7422,7422,LandoNorris,19,4.0
7423,7423,LewisHamilton,34,26.0
7424,7424,ValtteriBottas,29,12.0
7425,7425,RobertKubica,34,0.0
7426,7426,GeorgeRussell,20,0.0
7427,7427,NicoHülkenberg,31,0.0
7428,7428,DanielRicciardo,29,0.0
7429,7429,SebastianVettel,31,10.0
7430,7430,CharlesLeclerc,21,15.0
7431,7431,PierreGasly,22,0.0
7432,7432,DaniilKvyat,24,2.0
7433,7433,KimiRäikkönen,39,0.0
7434,7434,AntonioGiovinazzi,25,0.0
7435,7435,MaxVerstappen,21,18.0
7436,7436,AlexanderAlbon,22,8.0
7437,7437,RomainGrosjean,32,0.0
7438,7438,KevinMagnussen,26,0.0
7439,7439,SergioPérez,28,6.0
7440,7440,LanceStroll,20,0.0
7441,7441,CarlosSainz,26,8.0
7442,7442,LandoNorris,21,10.0
7443,7443,LewisHamilton,35,15.0
7444,7444,ValtteriBottas,31,18.0
7445,7445,GeorgeRussell,22,0.0
7446,7446,NicholasLatifi,25,0.0
7447,7447,DanielRicciardo,31,7.0
7448,7448,EstebanOcon,24,2.0
7449,7449,SebastianVettel,33,0.0
7450,7450,CharlesLeclerc,23,0.0
7451,7451,KimiRäikkönen,41,0.0
7452,7452,AntonioGiovinazzi,27,0.0
7453,7453,MaxVerstappen,23,25.0
7454,7454,AlexanderAlbon,24,12.0
7455,7455,KevinMagnussen,28,0.0
7456,7456,PietroFittipaldi,24,0.0
7457,7457,PierreGasly,24,4.0
7458,7458,DaniilKvyat,26,0.0
7459,7459,SergioPérez,30,0.0
7460,7460,LanceStroll,22,1.0
7461,7461,LewisHamilton,25,18.0
7462,7462,JensonButton,30,0.0
7463,7463,NicoRosberg,25,0.0
7464,7464,MichaelSchumacher,41,12.0
7465,7465,RubensBarrichello,38,6.0
7466,7466,NicoHülkenberg,23,1.0
7467,7467,NickHeidfeld,33,2.0
7468,7468,KamuiKobayashi,24,4.0
7469,7469,RobertKubica,25,10.0
7470,7470,VitalyPetrov,26,0.0
7471,7471,FernandoAlonso,29,25.0
7472,7472,FelipeMassa,29,15.0
7473,7473,HeikkiKovalainen,29,0.0
7474,7474,JarnoTrulli,36,0.0
7475,7475,SébastienBuemi,21,0.0
7476,7476,JaimeAlguersuari,20,0.0
7477,7477,TimoGlock,28,0.0
7478,7478,Lucasdi Grassi,26,0.0
7479,7479,MarkWebber,34,0.0
7480,7480,SebastianVettel,23,0.0
7481,7481,AdrianSutil,27,0.0
7482,7482,VitantonioLiuzzi,30,8.0
7483,7483,SakonYamamoto,28,0.0
7484,7484,BrunoSenna,27,0.0
7485,7485,LewisHamilton,26,18.0
7486,7486,JensonButton,31,12.0
7487,7487,NicoRosberg,26,4.0
7488,7488,MichaelSchumacher,42,0.0
7489,7489,RubensBarrichello,39,0.0
7490,7490,PastorMaldonado,26,0.0
7491,7491,KamuiKobayashi,25,0.0
7492,7492,SergioPérez,21,0.0
7493,7493,VitalyPetrov,27,0.0
7494,7494,BrunoSenna,28,0.0
7495,7495,FernandoAlonso,30,10.0
7496,7496,FelipeMassa,30,8.0
7497,7497,HeikkiKovalainen,30,0.0
7498,7498,JarnoTrulli,37,0.0
7499,7499,SébastienBuemi,22,2.0
7500,7500,JaimeAlguersuari,21,6.0
7501,7501,TimoGlock,29,0.0
7502,7502,Jérômed'Ambrosio,25,0.0
7503,7503,MarkWebber,35,15.0
7504,7504,SebastianVettel,24,25.0
7505,7505,AdrianSutil,28,0.0
7506,7506,Pauldi Resta,25,1.0
7507,7507,VitantonioLiuzzi,31,0.0
7508,7508,DanielRicciardo,22,0.0
7509,7509,LewisHamilton,27,1.0
7510,7510,JensonButton,32,0.0
7511,7511,NicoRosberg,27,0.0
7512,7512,MichaelSchumacher,43,0.0
7513,7513,BrunoSenna,29,0.0
7514,7514,PastorMaldonado,27,0.0
7515,7515,KamuiKobayashi,26,0.0
7516,7516,SergioPérez,22,0.0
7517,7517,FernandoAlonso,31,15.0
7518,7518,FelipeMassa,31,12.0
7519,7519,HeikkiKovalainen,31,0.0
7520,7520,VitalyPetrov,28,0.0
7521,7521,KimiRäikkönen,33,10.0
7522,7522,RomainGrosjean,26,6.0
7523,7523,DanielRicciardo,23,2.0
7524,7524,Jean-ÉricVergne,22,4.0
7525,7525,TimoGlock,30,0.0
7526,7526,CharlesPic,22,0.0
7527,7527,MarkWebber,36,18.0
7528,7528,SebastianVettel,25,25.0
7529,7529,NicoHülkenberg,25,8.0
7530,7530,Pauldi Resta,26,0.0
7531,7531,Pedrode la Rosa,41,0.0
7532,7532,JensonButton,33,4.0
7533,7533,SergioPérez,23,1.0
7534,7534,LewisHamilton,28,10.0
7535,7535,NicoRosberg,27,6.0
7536,7536,PastorMaldonado,28,0.0
7537,7537,ValtteriBottas,23,0.0
7538,7538,NicoHülkenberg,25,12.0
7539,7539,EstebanGutiérrez,21,0.0
7540,7540,FernandoAlonso,31,8.0
7541,7541,FelipeMassa,32,2.0
7542,7542,CharlesPic,23,0.0
7543,7543,Giedovan der Garde,28,0.0
7544,7544,KimiRäikkönen,33,18.0
7545,7545,RomainGrosjean,27,15.0
7546,7546,DanielRicciardo,23,0.0
7547,7547,Jean-ÉricVergne,23,0.0
7548,7548,MaxChilton,22,0.0
7549,7549,JulesBianchi,23,0.0
7550,7550,MarkWebber,36,0.0
7551,7551,SebastianVettel,25,25.0
7552,7552,AdrianSutil,30,0.0
7553,7553,Pauldi Resta,27,0.0
7554,7554,LewisHamilton,26,6.0
7555,7555,JensonButton,31,18.0
7556,7556,NicoRosberg,26,8.0
7557,7557,MichaelSchumacher,42,10.0
7558,7558,RubensBarrichello,39,0.0
7559,7559,PastorMaldonado,26,0.0
7560,7560,KamuiKobayashi,25,0.0
7561,7561,SergioPérez,21,1.0
7562,7562,VitalyPetrov,27,0.0
7563,7563,BrunoSenna,28,0.0
7564,7564,FernandoAlonso,30,15.0
7565,7565,FelipeMassa,30,0.0
7566,7566,HeikkiKovalainen,30,0.0
7567,7567,JarnoTrulli,37,0.0
7568,7568,SébastienBuemi,23,0.0
7569,7569,JaimeAlguersuari,21,4.0
7570,7570,TimoGlock,29,0.0
7571,7571,Jérômed'Ambrosio,25,0.0
7572,7572,MarkWebber,35,12.0
7573,7573,SebastianVettel,24,25.0
7574,7574,AdrianSutil,28,2.0
7575,7575,Pauldi Resta,25,0.0
7576,7576,NarainKarthikeyan,34,0.0
7577,7577,DanielRicciardo,22,0.0
7578,7578,LewisHamilton,27,12.0
7579,7579,JensonButton,32,10.0
7580,7580,NicoRosberg,27,0.0
7581,7581,MichaelSchumacher,43,0.0
7582,7582,BrunoSenna,29,1.0
7583,7583,PastorMaldonado,27,0.0
7584,7584,KamuiKobayashi,26,0.0
7585,7585,SergioPérez,22,0.0
7586,7586,FernandoAlonso,31,18.0
7587,7587,FelipeMassa,31,8.0
7588,7588,HeikkiKovalainen,31,0.0
7589,7589,VitalyPetrov,28,0.0
7590,7590,KimiRäikkönen,33,6.0
7591,7591,RomainGrosjean,26,2.0
7592,7592,DanielRicciardo,23,0.0
7593,7593,Jean-ÉricVergne,22,0.0
7594,7594,TimoGlock,30,0.0
7595,7595,CharlesPic,22,0.0
7596,7596,MarkWebber,36,15.0
7597,7597,SebastianVettel,25,25.0
7598,7598,NicoHülkenberg,25,4.0
7599,7599,Pauldi Resta,26,0.0
7600,7600,Pedrode la Rosa,41,0.0
7601,7601,NarainKarthikeyan,35,0.0
7602,7602,JensonButton,33,0.0
7603,7603,SergioPérez,23,10.0
7604,7604,LewisHamilton,28,8.0
7605,7605,NicoRosberg,28,18.0
7606,7606,PastorMaldonado,28,0.0
7607,7607,ValtteriBottas,24,0.0
